id,study_hours_per_day,sleep_hours,phone_usage_hours,focus_score,study_efficiency_log,sleep_quality_log,productivity_index_log,diligence_score,stress_level_bin,productivity_score
8065,4.73,3.59,6.09,60,-0.4047601380401944,5.372496764722288,5.3134960847403105,0.1609298842167948,2,38.54
12489,4.21,3.9,8.3,64,-0.7925517524649203,5.519859636495273,5.222088550069991,-0.2297983062172186,2,35.48
19178,5.17,7.31,8.1,83,-0.5654017250024667,6.4080838815582855,5.824724338180673,0.0464725033293593,4,52.62
1787,6.92,7.97,6.16,40,-0.034094211342976126,5.76456394691606,5.025276388275146,-0.5434273007441247,2,50.54
36,2.51,6.24,6.9,71,-1.1465800063292835,6.0936600594226515,4.905098866670565,0.6530775342917722,0,43.35
7767,3.9,6.6,5.0,95,-0.4307829160924542,6.440946540632921,5.753040148573538,0.5351637948926786,1,60.51
4187,1.21,4.18,4.21,35,-1.4599594961566262,4.9856593080260785,3.4996841773422114,-0.2972923652010453,0,26.35
1555,3.44,8.45,5.34,66,-0.6114072970638277,6.323821183395508,4.5715755113587635,-0.5830099616263275,1,46.71
7252,1.34,4.61,9.76,63,-2.0831659407708183,5.67136258340009,3.7444555417357868,-0.3735231043954634,2,18.21
6398,7.14,4.19,5.57,67,0.0831989438549735,5.637393353325012,5.597172311847851,-0.5333024090896419,0,56.6
15853,7.46,6.74,6.76,33,-0.039426919979457874,5.404567486390696,5.139337695889916,-0.96136428774549,2,48.63
16284,1.04,5.18,5.16,82,-1.7788560643921472,6.051524303535645,3.822878387424277,0.5263128682311152,2,33.7
3708,8.23,7.78,7.22,85,0.0012158056208899498,6.494207594680617,6.291018664000373,0.7378252150779933,0,76.43
10097,2.97,3.16,1.36,54,0.22990033377708954,5.139556074163095,4.508914693516505,0.0069919918362738,3,30.92
14160,7.92,3.24,9.79,70,-0.3092285734437087,5.4240685718535975,6.2035973014735655,0.49072176507174,1,54.7
16606,7.68,6.5,2.77,69,0.7115445456996614,6.105908681498851,5.681232524923395,0.2296868699186297,1,68.02
5775,3.0,5.27,8.79,60,-1.1827491678743094,5.756374924775372,4.90487469841709,-0.0618757776036279,2,32.86
9332,9.48,4.11,8.92,35,-0.04536860502985095,4.968771089997557,5.79650020605908,0.2207093838203292,0,56.56
13463,8.43,3.89,4.75,67,0.382596917204505,5.563101777021321,5.9312242632992325,-0.393543784519786,4,54.65
17822,9.56,9.56,8.6,34,-0.004175371410480399,5.783948251679472,5.275120630576153,-0.9476883581099904,1,64.4
7073,3.32,9.25,4.73,67,-0.5457507477982512,6.4293161709153,4.903286937324128,0.3543378790295621,1,52.57
15671,4.75,8.75,1.03,47,0.8501088249928538,6.019201302079582,4.82900929534571,-0.0045420748795241,2,55.09
19685,3.68,6.9,6.35,91,-0.6917875610439057,6.4423809181200635,5.53577645583533,0.8095166777075681,1,56.46
17212,2.54,4.0,1.38,91,0.06506359334706187,5.8971538676367405,5.441422306180321,0.4639595309554791,2,52.43
1746,6.84,8.0,11.98,66,-0.6406219796414849,6.269096283706261,5.6353739466930275,-0.6138052607799361,3,48.25
15970,4.2,8.2,5.83,67,-0.48624014829337603,6.308826773661173,5.187220429038274,-0.625495308828431,2,50.08
13389,6.12,6.52,7.96,81,-0.38120813046260454,6.2693235306110005,5.763622788983912,-0.0363742071357435,4,51.79
7260,5.85,4.01,5.65,88,-0.12817519342399777,5.866128055796684,6.147487815403685,0.4724364113746138,3,56.32
10063,4.5,9.13,0.84,61,0.8943118251553798,6.3224395587801885,4.986842476568862,-0.7474784652260572,0,62.68
4038,4.0,4.24,11.54,47,-1.142629174084884,5.294710870953925,4.9173380203698285,0.083640270584026,0,28.61
3705,8.81,7.69,6.75,46,0.12819459658283267,5.868562180006648,5.656813633869922,-0.606336538067067,0,66.85
3955,7.82,3.54,8.75,73,-0.22058273045253607,5.554586168294074,5.484630969511927,-0.3019488319973564,3,45.81
19477,8.97,4.85,10.26,68,-0.22737094664083948,5.7984864101254985,6.276542198497614,-0.0416111248833105,0,62.93
3428,9.89,9.45,7.11,49,0.19842627750729933,6.137835039616278,6.129732674296598,0.3667988824658488,1,77.32
10027,9.94,9.11,5.62,66,0.4064716507195657,6.3990274532982925,5.99077724096722,-0.1741750856604063,4,73.66
2507,9.74,9.4,8.9,45,-0.016293639486100502,6.0473721790462776,5.287723701299667,-0.8224185953043145,2,63.24
4681,6.95,3.46,3.83,98,0.3638951919122195,5.826236067740205,6.383296984530528,1.196421651594593,3,65.13
8402,9.44,7.3,4.99,64,0.45486456803005126,6.146757431514017,6.266758522968714,0.2380353809750551,0,78.8
4747,4.22,4.2,9.45,36,-0.9067668503628997,5.018603463745433,4.567332234778713,-0.0450867028751698,1,25.61
17146,9.94,5.66,10.21,36,-0.120239216415586,5.316942830671201,5.330519507042172,-1.0760001255136489,1,53.17
17710,8.81,4.06,9.96,37,-0.2183648415717814,5.0121008862578655,5.114636578417559,-1.3600216045425402,0,44.7
17391,1.38,7.75,3.9,30,-1.2671517059474677,5.448890225027411,2.8260572116743394,-0.8651995896186082,0,29.54
16720,2.41,4.07,4.82,38,-0.8816735142407829,5.041229159180889,4.196318700571055,-0.7590729816633307,2,25.99
13344,3.35,5.18,3.67,92,-0.3321987258438309,6.166593633320432,5.204471194561103,0.5648393004600923,2,50.21
10594,9.64,9.04,10.6,97,-0.1850839894898646,6.776370152907468,6.812438352755056,0.8009654711537987,4,80.03
1809,8.62,4.33,5.53,48,0.277678141387262,5.3367685529222895,5.542237752816948,-0.2256341041070792,4,48.43
16912,1.9,3.32,1.38,87,-0.2252466015109885,5.665872901582981,4.942533525459201,1.2049866641333555,1,47.33
14015,6.56,8.19,10.59,49,-0.5691520543956626,5.994734195975605,5.6124073795736,0.2406354196893755,0,55.6
16417,1.79,7.46,6.29,48,-1.4042879261679033,5.88075642512356,4.414051907238278,0.2033846919511246,3,34.98
19271,8.65,4.41,1.17,56,1.3828321533914198,5.509226380193904,5.3375446181414805,-0.452818882521797,0,64.02
1715,1.65,7.65,8.29,56,-1.728163264913258,6.060057338573594,4.147060344394005,-0.0220089068823491,0,35.15
7614,9.58,4.82,7.19,55,0.15676369411779098,5.5801071132949795,6.173798395493061,0.2222402752523748,2,63.63
8676,3.66,7.63,10.72,74,-1.1638336367355917,6.336152938500535,4.858770559504165,0.2786243896375511,1,41.21
6436,1.37,7.78,1.68,43,-0.6710060546827316,5.812756453883862,3.4343169565625664,-1.0002520236582602,0,38.23
13322,4.73,3.97,11.33,56,-0.9581101146724113,5.404117785434249,5.48803841280472,-0.2191003116062813,3,30.82
5828,3.82,4.94,3.19,40,-0.09245031131556261,5.286244785313768,4.956989198954738,0.0698415963655201,1,43.18
10662,4.18,4.33,3.17,74,0.00239521072595485,5.769632635218568,5.4386620955917895,-0.1880166944039102,1,50.04
14281,7.76,7.23,2.84,72,0.7035099675954918,6.254905155186729,5.527140756993411,-0.7262734335843777,4,63.04
7351,9.11,7.74,9.57,54,-0.1486470886102794,6.03538573416591,5.810191146806038,-0.3551335495240837,2,61.54
14621,5.72,5.99,7.96,57,-0.44880142159513264,5.833142679961908,5.129626062372129,-0.2086448786635695,0,47.49
17411,1.25,5.07,1.98,73,-0.8687797492031034,5.913800258751483,4.268341635894772,-0.1884351917413544,2,39.45
1250,7.98,5.22,2.55,51,0.809990807974393,5.5843230346188735,5.182770950292668,-0.5767943974279938,0,59.6
6929,7.29,8.14,1.41,40,1.106876798518003,5.785669634128385,5.243214509191789,-0.1805026684541635,0,67.28
18161,1.47,7.76,3.77,32,-1.177083904109605,5.514718236994854,3.298482252770172,-0.6262505074489265,3,27.06
16505,1.45,8.43,5.05,63,-1.428494715610267,6.274931498405297,3.9670357690060514,-0.4559504653812598,2,38.95
12928,2.99,8.27,10.41,78,-1.3392167764713894,6.469343335725192,5.386162873054893,0.7073902970381498,4,42.82
13776,2.58,3.1,9.21,59,-1.3755782332430484,5.20893955539682,4.470723471727359,-0.1835802432996338,2,20.27
12939,8.73,6.38,5.77,37,0.2542642829273272,5.464086010000923,5.716764867526318,-0.1901275484294701,1,63.29
4861,6.4,7.67,5.75,64,-0.05324451451881224,6.196199698738837,5.639323310369792,-0.5778552578627301,1,61.37
2303,1.37,5.25,4.45,39,-1.3808048688351193,5.321789722733179,3.2284431913107503,-1.3425483660463142,3,19.35
6908,5.09,3.62,11.79,34,-0.9213857850283198,4.812834550453841,4.368814386046743,-0.7640684832404897,3,16.17
18654,4.04,8.47,3.62,69,-0.13415001312058875,6.370637013261223,4.738509145098473,0.0123783787808893,4,46.37
11729,5.09,8.97,7.23,32,-0.48050818412654706,5.659621578870431,4.5069256250956204,-0.6626319263326254,2,41.12
8910,5.84,4.76,4.3,55,0.09702397628205951,5.5675808534758,5.359272098577981,-0.4855645282290052,0,51.21
8581,2.53,6.44,6.25,98,-1.0527821661271546,6.447496018786834,5.2328112841406575,0.9214321008902798,0,54.81
19352,7.28,9.67,3.55,83,0.47000362924573563,6.687868917261801,6.295606445327068,1.118723238399687,1,83.68
18351,9.11,9.75,6.27,80,0.2256164197264387,6.659293919683638,6.103313209149247,0.2957995066674594,1,81.83
8250,1.0,6.07,0.69,94,-0.524728528934982,6.346653387341411,4.303640678828804,0.1084177875424729,3,47.87
15986,1.54,3.2,8.78,82,-1.8485570676211882,5.569870057069934,4.7717206299994395,0.1950037258587054,0,35.44
6680,5.46,5.21,8.62,56,-0.5663954749208013,5.675931546500425,5.223573992569324,0.0025685297892114,4,35.67
12395,0.57,8.17,4.44,95,-2.2558979790213933,6.654345800472452,3.7230939068309805,1.0620083597984915,2,48.81
10853,2.73,5.41,4.7,43,-0.7361645656436361,5.449449208551952,4.561302589577159,-0.4470629754740158,3,31.02
16878,8.76,6.04,3.45,57,0.6772918087701512,5.8414552797812735,5.981315115435561,-0.1437222182118002,3,66.02
2822,6.54,6.01,10.29,49,-0.5459802126924631,5.685245046657743,4.8631695071669645,-0.8476424328546885,3,36.39
15947,6.2,4.73,4.97,56,0.037802364646535275,5.5792768932389905,5.541471837189625,0.3622153660904854,2,48.78
1973,1.0,5.61,4.07,61,-1.623340817603092,5.835424583707916,4.033020424968448,0.0021702449301617,0,40.27
19700,1.24,9.45,6.12,30,-1.747796345806939,5.647212123167807,2.838692424092706,-1.0543045686836046,0,30.77
267,9.33,3.87,11.45,70,-0.2884856080514641,5.6017497490910495,6.274706087474285,0.397110098138576,4,52.05
10924,1.97,5.85,4.73,97,-1.0676819879767512,6.341152639747148,4.5854600002190615,0.3831430475301489,2,44.7
15499,6.89,6.32,10.48,79,-0.5105353058658533,6.213167060625787,6.228345118038064,0.4836627644910347,4,54.52
2770,1.58,7.4,4.12,95,-1.175729592012541,6.555356891810665,4.5819024802356205,0.61404347960753,2,48.69
2329,9.52,6.52,8.07,58,0.04842258467622869,5.935317386484981,5.646553338315475,-0.7785145513360016,4,56.75
13360,7.56,8.82,6.78,50,-0.028685147998858664,6.089044875446846,5.743733690158429,-0.4841877377755191,0,67.69
13167,1.42,8.32,6.03,63,-1.5995298342094046,6.2617969812246494,4.095401403568499,0.0106107029599465,2,37.36
11699,3.09,8.1,5.39,72,-0.7265631774797894,6.3685301806944485,4.989018689738053,0.3673553412990618,3,45.58
7991,7.48,5.63,7.24,35,-0.09676755193499441,5.283457503641013,4.924936655088961,-1.3636855836890078,0,47.2
13912,5.09,3.16,1.36,65,0.7686162115249126,5.324959297494458,5.142339468373634,0.0942580209246699,3,42.84
17291,4.08,8.49,7.62,67,-0.7479880962595314,6.3435816197142225,5.123029256972042,-0.2063536169749843,0,52.49
318,6.89,7.19,10.53,76,-0.5148812492554004,6.303424512019286,5.907836886161488,0.0539629198765573,4,52.12
1536,4.52,8.99,9.9,37,-0.8802507953909583,5.807030761127753,4.951011254863401,-0.6620501890272216,3,39.6
1471,3.85,9.59,7.23,69,-0.7597128663892857,6.494827393492606,5.185426485390809,-0.34966876344923,4,48.06
14495,4.21,5.98,5.71,83,-0.4661363032893003,6.207261175759138,5.212517504468667,-0.4008048513837628,3,46.64
1369,5.55,3.79,10.96,34,-0.7677698207641426,4.858726543710496,4.949672452589989,-0.8974192807462948,0,31.16
740,1.45,3.3,2.33,78,-0.8314087475598695,5.5506312951620265,4.571969388726674,0.6099490070645969,2,38.85
9362,1.94,5.47,6.82,76,-1.3939965814819832,6.030011956720221,4.678984503600967,0.1068117178339304,0,40.12
1188,3.52,9.85,3.34,97,-0.20941335850230772,6.86218243368738,4.943036193716085,-0.3320511217497523,0,66.01
10865,4.94,9.44,1.89,92,0.5361088290754906,6.76674455720645,5.4679161307661355,-0.4329252664746622,1,72.48
15416,6.97,6.82,10.04,80,-0.45990981607651676,6.301886106529253,6.23895505127912,0.9951339066512704,1,63.53
17311,6.3,6.59,4.87,72,0.07069499955748187,6.162219467530472,5.421264644520863,-0.8061889231895648,3,54.68
19260,9.52,7.38,2.57,49,0.9808292530117262,5.890593936723008,5.909492813392831,-0.6272596933674671,3,71.7
7383,6.08,8.84,1.32,59,0.963437510299857,6.256824320555271,5.100126491565668,-0.5229300774868445,4,58.51
3487,5.63,4.59,3.75,82,0.16996482410504912,5.930599271336707,6.129414056714353,0.8272865563141765,4,57.31
6044,8.74,8.86,11.76,74,-0.3784050882491996,6.4856118578211595,5.967959751034172,0.4089778213540966,4,59.3
19437,1.04,7.22,9.6,49,-2.3216332879647403,5.868675251015361,3.545378530451923,-0.1459876426422876,4,18.27
11526,4.56,8.32,2.49,98,0.2674208873119588,6.703629733503689,5.499531921364602,-0.1691329755608482,1,69.21
1233,9.77,8.9,6.84,32,0.22007763169237488,5.651787179537821,5.6490919777085065,0.0690401719381195,1,69.62
9869,2.79,5.06,3.17,81,-0.4018744399774357,6.015815637971813,5.305079898994386,0.4971148987948515,2,49.57
13220,1.57,6.31,6.62,52,-1.5797007503383385,5.793379395134549,4.113703496329772,-0.3674594133201399,4,25.02
14760,5.28,7.76,4.16,91,0.02298951822469878,6.559841840711977,5.345360405382447,-0.0357715929237906,0,65.12
11444,5.25,9.16,6.4,53,-0.34325192360659174,6.1851380922381605,4.9662899122304305,-0.509986870923814,0,54.12
8981,6.23,4.63,11.46,65,-0.6931471805599453,5.70694413799378,5.257004652686405,0.0113466821002401,1,38.99
15347,4.98,7.38,3.82,58,0.03265596297405272,6.059216649158801,5.545624328986805,-0.2937747400401324,4,51.32
15762,6.46,3.07,6.59,32,-0.16120227361302802,4.587413464398832,4.706624072698352,-0.5877175630843008,3,30.73
1291,2.82,5.26,9.08,57,-1.2738163776932006,5.703182294584169,4.436002401762351,0.0932424989408938,1,29.14
10208,7.75,3.32,2.78,33,0.7179688337337593,4.696472344394877,4.908567130472397,-0.4670262858742742,1,47.69
16358,4.46,8.7,11.26,45,-1.0111931644760925,5.969985515430857,4.5114921634900735,-1.0488397826087512,1,36.93
10424,0.96,5.86,7.62,56,-2.194907079195857,5.793501294324071,3.146819064463596,-0.2158662318562895,4,15.72
7862,1.56,4.31,6.67,76,-1.5926307941177191,5.7916712444019876,4.656410374965574,0.0049769112810991,2,34.9
15058,1.65,9.84,9.35,67,-1.8362112317988892,6.491148330455128,4.2867655724132705,0.5119494835459409,4,33.84
15914,8.71,8.92,10.22,37,-0.2532261092301387,5.799213859236143,5.298160029171161,-0.1117318415532523,4,50.11
562,4.09,3.15,1.46,82,0.5083836201104389,5.554121700101795,5.234373719104686,0.2245943553743149,2,47.75
1031,9.13,8.74,10.17,41,-0.20166591847423213,5.881482256371752,5.902687632473593,0.35005928961212,2,62.91
5765,6.66,5.81,9.55,45,-0.4600063753697778,5.5662430606341395,5.249753449282844,-0.2390765406355887,0,46.5
17565,1.74,7.88,7.24,75,-1.5551152306949427,6.3818160174060985,4.296364574219845,-0.2303995095014022,1,40.96
17946,9.14,9.42,4.82,56,0.45136012372271217,6.268186779323421,5.78859508056386,0.0619276869152465,2,73.88
18940,5.08,4.15,1.87,64,0.5709992318188607,5.5819914176022785,5.391744173919393,0.0347502467434485,4,44.72
7058,9.84,9.1,6.7,34,0.24523538220452387,5.734634938138965,5.735503132577653,-0.0382312851477535,0,73.77
4377,7.1,9.78,7.78,78,-0.21238162359975574,6.637048310736318,5.795254023607895,0.2818181617162966,1,68.74
16930,2.77,9.34,6.19,34,-0.9538438515337083,5.760666776856913,4.276674591202388,-0.1160736484022522,3,35.64
12054,1.46,9.82,7.16,31,-1.720807733255771,5.718408326851521,3.3508642577423187,-0.9414082359804944,1,30.89
6976,7.67,3.77,9.4,44,-0.3044891907681623,5.1112646353781805,5.003702464137925,-0.8582384893610039,0,41.05
17279,8.28,4.33,4.25,97,0.45561489179363585,6.040278520517782,5.8165193062809335,-0.4906653648349408,3,64.92
18719,5.27,6.35,10.94,52,-0.8178637454111852,5.799698531486028,5.409074945821426,-0.529374068798372,0,44.88
17221,8.85,6.38,10.03,38,-0.22020137424557298,5.4907542570830845,5.678281675571086,-0.5984655279277092,2,52.84
5712,2.7,5.87,3.44,88,-0.4974026034338498,6.247191448318212,5.260608022700561,0.9774521249502076,4,46.5
7640,6.61,6.44,1.71,78,0.8916350189719854,6.219237366805854,5.806632467587382,-0.0235611094332297,3,63.95
1249,8.71,9.88,9.35,92,-0.17251472884696645,6.812301088808817,6.15998263958854,-0.1270620174865024,4,71.43
16791,8.95,8.73,5.85,76,0.26740488001263013,6.497498710137842,6.425325159729963,0.6769415730133129,4,74.98
18729,7.16,5.51,10.52,53,-0.4755746742951909,5.676856536716945,5.7621840406474,-0.3539191821107774,0,51.07
2218,6.65,9.07,7.15,98,-0.2034010725850085,6.789939742797618,5.684182918739633,-0.2951049571853021,4,63.6
11629,5.23,6.29,3.69,90,0.10897869561864375,6.338770741042614,5.798545504801448,0.3963658321507443,0,66.73
17969,5.76,4.14,2.52,97,0.49247648509779407,5.995406766340606,5.986813427400781,0.9957817184578536,4,57.86
16384,9.79,4.41,5.03,31,0.48461444580332486,4.9178618939439005,5.286410196733759,-0.3824626867484794,4,49.56
16867,4.4,6.05,5.26,66,-0.35257564418779164,5.989713014069176,5.532916333328896,-0.0194025321027937,0,54.94
16821,4.57,4.64,11.25,72,-0.9860127320846227,5.811380485254219,5.384746444034213,0.1999329652209776,4,32.12
12495,7.34,6.53,4.18,34,0.34853378635503257,5.402767467904501,5.457930340844953,0.3354841408683668,0,61.44
15026,6.88,4.26,10.62,49,-0.5241090994785129,5.341089458391906,5.523379715791501,-0.4289636190055362,1,42.41
9592,3.04,4.16,3.9,70,-0.47737768969845057,5.674010316322531,5.268018146264693,0.1826843741982974,1,45.98
6334,4.68,6.64,6.62,91,-0.48747825976899967,6.403971470005192,5.9308594001019115,1.0521232973162344,2,58.45
4549,2.11,5.47,10.48,74,-1.6939184434034453,6.0033437096380595,4.9311809055513,0.9512524438732312,3,30.35
12810,7.49,7.07,7.95,42,-0.1780847347576358,5.693530098191849,5.742601222416833,0.2772641376650584,4,51.15
7044,5.38,3.88,4.05,84,0.06330013088642464,5.786651952478496,5.5811153713351755,0.5414204836900385,2,51.12
11553,7.53,7.73,1.77,98,1.0000477216125552,6.630076341269903,6.256713489197046,0.4820386397314819,1,84.18
12252,8.51,8.75,2.47,96,0.8970873486265148,6.733401891837359,6.195430954830289,0.130216693404908,3,83.34
2354,2.57,9.43,4.03,79,-0.6715140852045195,6.613343949112387,5.025271598901029,0.0206161060992477,1,58.24
10031,4.35,3.62,4.88,47,-0.30138091680994283,5.136621627547738,5.2323661680515094,0.0419305457653075,2,37.97
14834,2.71,8.13,4.86,30,-0.7712009686973118,5.496758305221875,3.698578268190897,-0.5216145536826132,2,30.8
16452,7.91,6.18,1.61,96,1.1087775604449603,6.385666462937436,6.480722418019862,0.3951361421824275,0,85.88
5327,3.72,8.72,6.56,74,-0.7091475219063864,6.469684331125058,4.776605502101876,-0.6716528515963751,4,42.87
1434,7.33,6.06,2.3,63,0.7980530474261256,5.944844526472756,5.848361067886913,0.3354305859980335,3,63.02
264,1.48,4.7,1.85,70,-0.6552769065045355,5.796057750765372,4.356847278643139,0.3975382932513274,0,43.6
8324,3.46,9.97,7.97,65,-0.9526170870010717,6.473967853869384,5.274322682848626,-0.0408613397580232,0,56.71
18130,5.41,6.35,6.02,42,-0.2605141251793295,5.586124431187969,4.742523822024491,-1.2308760985318177,0,45.19
14276,2.88,7.18,11.23,32,-1.4461016555512265,5.437035285859859,4.329334467583139,-0.2666941367650772,4,21.36
10689,0.73,9.44,5.89,38,-2.2447818298652678,5.882542139883795,2.8917847591395485,-1.0193411000665005,0,34.59
17615,4.19,4.85,10.29,90,-0.9912166442275241,6.0787883752796565,5.515023320928822,0.5465775209514326,2,41.6
18452,4.6,8.58,8.91,98,-0.7674880448468474,6.734401392170443,5.755776390218075,0.0675151119308584,0,64.33
6347,9.42,7.96,6.19,93,0.27014391685531636,6.6070284930095475,6.39226898112813,0.2941084200507826,2,81.62
8584,4.59,5.71,8.88,61,-0.7666324876873228,5.85309288784123,4.825522228665018,-0.9167478036112672,0,40.48
3378,4.96,8.56,1.14,71,0.8405999117030759,6.4097800671949665,5.233161780398338,-0.1819386033436036,1,63.7
13955,4.43,9.73,7.68,53,-0.6726219446152144,6.2455058097500356,5.187669866050492,0.4817060818721997,2,50.81
15474,1.96,8.24,2.01,54,-0.4289956055183584,6.097984390485655,4.184698845469225,-0.0045421100936067,4,39.01
8620,4.99,9.28,9.01,52,-0.696148683563702,6.179105265379537,5.332406184021718,-0.3904823843711887,4,45.78
1437,1.64,5.38,7.45,71,-1.6394701995329755,5.945368251215008,4.532606245818629,-0.1327173973574305,3,31.65
15414,8.36,9.06,4.07,34,0.5001176094935184,5.7302296446710494,5.542567760965795,0.3707619056486613,1,70.01
7960,5.57,4.69,5.27,88,-0.1183813007056365,6.022769396936394,6.067012126815028,0.9375561961170894,0,62.5
18941,2.72,5.97,9.71,56,-1.3705460041517517,5.81209861813966,4.8372414464461775,0.4257418757522366,3,28.79
4692,6.09,8.76,9.6,42,-0.5542059193962158,5.907865523231669,5.411700175390335,0.1712288122549853,3,48.36
7441,5.92,9.61,1.61,61,0.8189862275613121,6.373678087155512,5.552758076248016,0.4634046239063658,2,68.55
6255,4.71,6.28,5.92,96,-0.3847278616012518,6.401718171947944,5.737304210210871,0.5249498133344573,0,62.56
19942,8.52,7.07,10.45,73,-0.2955733891590243,6.246319921056872,6.386517658011465,0.1412953520361702,1,68.54
8594,5.43,4.51,1.9,48,0.6272283969534155,5.3774981644224775,5.021683477534222,-1.042212268422704,0,50.17
18298,7.56,7.61,7.15,58,-0.07514673706132986,6.089906182420013,5.823765967529851,0.2350072527902313,3,57.98
14455,5.18,4.9,9.06,42,-0.6637621084002017,5.326904823399949,5.234786401655156,-0.4880980934439434,3,33.6
65,9.32,4.4,10.76,75,-0.23254131377298107,5.799092654460526,6.249356131731186,0.4561961189145294,2,59.32
13307,7.52,9.85,10.01,82,-0.3812378127728402,6.6941907024482505,5.645362427644653,-0.1984779750541156,4,59.77
16114,8.05,8.33,6.44,82,0.07880124258547154,6.526582703443005,5.706909546931984,-0.4925146254257808,0,72.32
17986,9.81,3.13,7.15,79,0.18538434632450032,5.5104808570190835,6.512553040505571,0.4798783742593578,0,71.54
6185,6.74,3.35,4.99,68,0.11796851279685744,5.428468051013081,5.515078352557832,-0.2124228624018458,2,49.21
14723,8.4,5.88,9.91,35,-0.26144809399571145,5.326904823399949,5.17591580691027,-0.3532832607209685,0,49.83
2865,7.81,9.52,7.47,90,-0.08112554481236833,6.753204519133539,6.4236242137942625,0.3297635575694953,4,73.6
12274,7.46,5.56,1.33,79,1.1636871466380603,6.085045960729513,5.541523715232826,-0.7591629941370964,3,63.83
14700,9.06,3.31,10.26,96,-0.21738750265665635,5.761296380856808,6.672036753048755,0.3738365014995539,0,69.89
5113,3.52,5.68,1.11,90,0.5117730421220305,6.236760903063325,5.029703534149065,-0.5401805488636623,1,55.11
4408,7.2,8.87,8.29,89,-0.2548575268037374,6.671311166053628,6.023902307964431,-0.0731030885041588,4,64.89
6025,9.08,7.1,11.27,66,-0.30108306610961805,6.149749526073696,6.355739926423264,0.9601487089857548,4,61.07
9679,2.2,3.19,5.59,75,-1.0970959881501456,5.477509030333064,5.088188752311321,0.919197544497604,2,37.6
6890,1.27,9.21,1.32,32,-0.6025502852077189,5.686025753066942,3.541880870297585,0.0717661408751046,2,40.67
7512,7.83,7.65,1.98,30,0.9660392094853987,5.4359030295006,5.318287332783451,0.2479708126879865,2,62.29
1421,9.24,8.62,2.95,57,0.8498263067405623,6.197136352510152,6.261882073758024,0.877887027107963,4,76.98
11735,2.01,8.78,4.74,45,-1.0493244882604909,5.979138897417345,4.433301210136234,0.6723179602511987,1,43.77
19319,8.2,5.3,9.47,96,-0.24437987061223818,6.232055012025913,6.559559938513857,1.2166928164505586,4,64.01
18013,7.34,8.94,1.53,76,1.0651195398869953,6.521268929471754,6.140149344751827,0.3593979737519656,2,78.68
8000,0.83,4.73,8.15,84,-2.4000834574789245,5.984742001347155,4.021218661524459,0.3144580192510692,3,29.5
7102,9.79,3.46,0.65,70,1.7805861686299298,5.489763831118992,5.803979693408913,-0.1753959299952782,1,71.56
4349,8.91,8.89,0.53,37,1.7619065060783738,5.795844962170038,5.194968476214585,-1.0594972114065693,2,69.7
1660,4.25,9.14,7.22,96,-0.6596512261317629,6.777008576933895,5.6333685940138025,0.1774673051450043,1,62.93
73,0.55,7.94,4.87,66,-2.3676916345956256,6.26156801728547,2.8014986489585865,-0.0108522129049693,1,34.07
1843,9.82,4.55,9.37,74,-0.054495899875061315,5.819192326167029,6.1516852271525275,0.3164245757156247,3,59.04
770,1.91,8.67,9.48,81,-1.702365436834358,6.55431794546489,4.299425033949313,-0.4126572872583551,1,40.74
16904,4.16,3.81,0.67,54,0.9126914478445082,5.326613235702884,5.2101773237638245,0.1952963634016495,1,47.27
1285,2.5,5.08,0.54,86,0.4845083154486173,6.079658557843898,5.1143254154219395,0.9895348330780486,3,49.12
13134,4.94,9.1,0.72,95,1.0550410403744694,6.7621513051233455,5.801684746630504,0.7176347828500624,3,72.0
19893,7.03,8.92,9.19,52,-0.3712201414120598,6.139539665173345,5.835931442171305,-0.0664736587498919,0,63.13
1941,9.76,9.14,11.77,99,-0.26880626961944676,6.8077802356006485,6.834775366944673,1.1028786860163595,1,84.8
18867,8.65,8.6,6.24,36,0.1779381145461629,5.735281141715572,5.080978932886153,-1.3646300708200565,0,63.14
9978,7.4,6.6,6.66,39,-0.034531983542375806,5.5506312951620265,5.524629492623026,-0.0642081286771566,3,51.87
8265,4.06,7.79,7.98,74,-0.7938169087004671,6.356905953086827,5.586013978894113,0.3752424557071275,1,53.39
3397,3.43,6.31,11.07,81,-1.2581627739315917,6.236584831225561,5.071535040415415,0.5239795593734763,4,33.47
10375,8.3,8.43,5.08,56,0.3112508188244767,6.157148462748913,5.919463154556575,0.2006836729162925,4,65.49
5064,9.55,9.05,9.84,47,-0.12670184151886113,6.052912359421893,6.095122119831232,0.0658204569590286,3,66.05
19553,7.69,3.81,11.68,63,-0.5001051654915273,5.480763915530142,6.070222701634742,0.0318982771556333,3,45.63
4027,6.66,5.53,2.61,46,0.6124117122075083,5.538829212023338,5.055720775824681,-0.1707832498658279,2,49.91
17510,4.05,6.4,7.12,59,-0.6956132730551391,5.933835434271345,5.3538606768101005,-0.2232741410635628,3,42.85
16909,4.78,6.47,8.73,96,-0.7107733496945492,6.431524299980645,5.614958605184912,0.3566378807093446,4,48.77
10665,3.35,7.98,8.33,71,-1.0242746690222775,6.339618288503033,4.662183919917962,0.0550818965349723,3,37.82
5897,8.75,5.01,0.64,99,1.674357458533416,6.206555765231363,6.429120306636314,0.687961645994528,4,77.92
14765,8.65,6.48,9.76,64,-0.2182762337898504,6.027603593723855,5.871404521075473,-0.4927697771530175,0,62.79
